SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532800,TV18BRDCST  ,A ,Q,26.70,28.00,26.20,27.85,27.85,26.70,579,590328,16281023.00,
532801,CAMBRIDGE   ,B ,Q,40.65,40.65,37.70,39.00,39.00,38.15,9,366,13829.00,
532804,TECHNOCRAFT ,B ,Q,428.05,444.80,414.00,439.35,431.15,440.30,53,1058,456820.00,
532805,REDINGTON   ,A ,Q,102.00,103.25,100.00,101.40,102.00,101.05,106,3728,380622.00,
532806,AI CHAMPDNY ,XT,Q,12.07,12.07,10.94,10.94,10.94,11.50,4,1202,13325.00,
532807,CINELINE    ,B ,Q,42.35,43.00,42.30,43.00,43.00,42.55,18,1562,66799.00,
532808,PGIL        ,B ,Q,166.00,170.00,161.00,169.95,170.00,166.05,32,2816,467732.00,
532809,FSL         ,A ,Q,51.40,54.10,51.15,53.00,52.60,51.40,2054,353300,18538476.00,
532810,POWER FINAN ,A ,Q,132.60,134.10,131.35,133.60,133.60,131.60,1480,316094,42058945.00,
532811,AHLUWALIA CO,B ,Q,359.00,359.00,332.00,332.40,332.00,338.00,26,597,199778.00,
532812,TRANSWARRANT,T ,Q,7.40,7.40,7.22,7.22,7.22,7.60,6,676,4972.00,
532813,C & C CONSTR,Z ,Q,7.30,7.30,6.65,6.65,6.65,6.99,19,1783,12181.00,
532814,INDIAN BANK ,A ,Q,263.35,271.45,260.75,269.40,269.40,263.00,906,76233,20370112.00,
532815,SMS PHARMACE,B ,Q,58.00,58.00,56.00,56.00,56.00,57.95,26,2424,136698.00,
532817,ORIENTAL    ,B ,Q,11.80,11.99,11.70,11.70,11.70,11.70,18,6826,80532.00,
532819,MINDTREE LTD,A ,Q,977.35,979.00,971.95,977.40,975.05,974.65,233,7360,7183470.00,
532822,IDEA        ,A ,Q,12.80,13.24,12.51,13.15,13.15,12.77,1966,2592401,33563420.00,
532823,EURO CERAMIC,T ,Q,1.85,1.85,1.85,1.85,1.85,1.85,1,1000,1850.00,
532826,RAJ TELE    ,Z ,Q,46.00,46.00,46.00,46.00,46.00,45.00,1,10,460.00,
532827,PAGE INDUSTR,A ,Q,20174.00,20269.90,20013.05,20081.95,20081.95,20165.55,467,3116,62658113.00,
532828,AMD INDUS   ,B ,Q,18.95,19.65,18.95,19.55,19.55,18.95,22,3241,62578.00,
532829,LAWRESHWAR  ,X ,Q,20.10,22.85,20.10,22.00,22.00,21.10,6,410,8935.00,
532830,ASTRAL POLY ,A ,Q,1343.05,1379.00,1336.80,1374.90,1374.90,1339.60,510,4264,5791546.00,
532832,INDBUL REAL ,A ,Q,122.95,124.00,116.55,120.50,120.50,126.50,7405,1249918,150489128.00,
532834,CAMLINFINE  ,B ,Q,50.00,50.55,47.55,48.15,47.55,49.80,743,38210,1880464.00,
532835,ICRA        ,B ,Q,2945.10,2945.10,2945.10,2945.10,2945.10,2925.00,1,1,2945.00,
532839,DISH TV     ,A ,Q,27.70,30.35,26.05,30.00,30.00,26.75,3286,2138909,61089100.00,
532841,SAHYA INDU  ,X ,Q,181.00,181.95,178.00,178.30,178.00,181.00,86,5950,1066913.00,
532842,SREE RAYALA ,B ,Q,136.50,136.50,136.50,136.50,136.50,136.75,1,23,3139.00,
532843,FORTIS      ,A ,Q,127.65,134.70,127.60,132.55,132.55,127.10,1084,94406,12510450.00,
532845,TGBHOTELS   ,B ,Q,8.65,8.97,8.24,8.66,8.42,8.78,27,3422,29400.00,
532848,DELTA CORP  ,A ,Q,190.00,191.45,185.50,187.50,187.50,187.60,1637,135569,25525162.00,
532850,MIC ELECTRON,T ,Q,0.91,0.91,0.91,0.91,0.91,0.95,4,700,637.00,
532851,INSECTCID   ,B ,Q,681.60,693.10,681.60,687.20,688.45,687.80,84,239,164263.00,
532852,MCD HOLDING ,B ,Q,24.75,24.75,21.75,21.80,21.80,22.00,15,2460,54262.00,
532853,ASAHI SONG  ,B ,Q,146.00,146.65,139.05,145.70,144.50,141.40,16,86,12497.00,
532854,NITIN FIRE  ,B ,Q,0.86,0.97,0.86,0.87,0.87,0.90,9,13920,13129.00,
532856,TIME TECHNO ,A ,Q,97.90,97.90,95.90,96.40,96.40,96.15,97,9682,934972.00,
532859,HGSL        ,B ,Q,640.00,640.00,640.00,640.00,640.00,634.55,1,10,6400.00,
532864,NELCAST     ,B ,Q,55.00,55.35,54.20,54.35,54.40,56.05,93,5361,292948.00,
532865,MEGHMANI    ,A ,Q,67.90,67.90,66.35,66.55,66.55,66.80,526,77293,5165441.00,
532867,V2RETAIL    ,B ,Q,226.15,226.15,223.00,224.05,223.00,225.20,46,1629,365571.00,
532868,DLF LIMITED ,A ,Q,189.95,192.80,185.70,191.50,191.50,189.15,2019,338922,64385752.00,
532869,TARMAT      ,B ,Q,36.00,38.90,35.20,36.80,36.95,37.05,16,1964,71802.00,
532871,CELESTIAL   ,B ,Q,4.90,4.90,4.55,4.70,4.90,5.00,10,683,3217.00,
532872,SUNPHA ADV  ,A ,Q,139.00,140.00,135.80,137.90,137.90,137.90,806,44041,6071185.00,
532873,HOUSING DEV ,A ,Q,19.50,19.50,18.80,19.10,19.10,19.50,432,159650,3034979.00,
532874,SURYACHAKRA ,Z ,Q,0.25,0.25,0.23,0.23,0.23,0.24,8,13376,3264.00,
532875,ALLIED DIGIT,B ,Q,15.50,15.90,15.15,15.20,15.75,15.65,10,1373,20895.00,
532878,ALPA LAB    ,B ,Q,22.90,22.90,21.60,21.80,21.80,22.25,22,1152,25031.00,
532879,SIR SHADI LA,XT,Q,39.25,39.25,37.25,37.25,37.25,37.45,2,51,1901.00,
532880,OMAXE LTD   ,A ,Q,203.55,203.55,200.50,201.90,201.90,201.85,892,132725,26737034.00,
532884,REFEX       ,T ,Q,77.90,79.20,76.95,79.20,79.20,75.45,524,172838,13671387.00,
532885,CENTRAL BK  ,A ,Q,24.10,24.10,23.75,23.85,23.85,24.25,246,51699,1236939.00,
532886,SEL MANUF   ,B ,Q,0.91,1.00,0.91,0.92,0.92,0.97,13,5273,5015.00,
532887,NTL         ,T ,Q,0.96,0.96,0.96,0.96,0.96,1.01,2,500,480.00,
532888,ASIAN GRANIT,B ,Q,261.45,262.70,258.00,261.35,261.35,259.80,475,34067,8881422.00,
532889,K.P.R. MILL ,A ,Q,623.70,630.50,623.40,628.75,628.75,627.35,108,1747,1097796.00,
532890,TAKE SOLUT  ,A ,Q,142.35,144.05,137.60,141.15,141.15,142.10,484,11166,1563126.00,
532891,PURAVANKARA ,B ,Q,77.50,78.00,75.00,76.60,76.00,76.80,154,13114,1008634.00,
532892,MOTILALOFS  ,A ,Q,728.50,747.00,711.20,725.30,725.00,730.20,628,6996,5083365.00,
532893,VTM LTD     ,X ,Q,28.00,28.00,26.65,26.75,26.65,27.30,53,4259,115198.00,
532894,IWIND ENERGY,B ,Q,4.50,4.70,4.38,4.40,4.40,4.55,20,4600,20544.00,
532896,MAGNUM VENT ,B ,Q,5.75,5.75,4.57,4.93,4.94,5.64,21,14305,66960.00,
532898,POWER GRID  ,A ,Q,195.90,195.90,192.70,193.10,193.10,193.55,4260,1254466,242254580.00,
532899,KAVERI SEED ,A ,Q,527.05,534.20,519.50,527.25,527.90,525.00,271,10274,5420945.00,
532904,SUPREME INFR,T ,Q,22.20,24.00,22.20,22.20,22.20,23.35,7,614,14057.00,
532906,MAANALU     ,B ,Q,94.00,94.00,88.30,90.00,91.00,91.05,13,752,67329.00,
532907,ILFSENGG    ,Z ,Q,7.23,7.23,6.70,6.77,6.77,6.94,15,3282,22476.00,
532911,PARLE SOFTWR,XT,Q,29.80,29.80,29.80,29.80,29.80,30.40,3,60,1788.00,
532914,ARCOTECH LTD,T ,Q,3.84,3.84,3.71,3.71,3.71,3.90,36,8933,33402.00,
532915,RELIGARE ENT,B ,Q,25.95,26.10,25.70,25.95,26.00,25.90,77,7886,204042.00,
532916,BARAK VALL  ,T ,Q,16.85,16.85,16.85,16.85,16.85,17.70,1,6,101.00,
532918,RATHI BARS  ,X ,Q,12.50,12.50,12.50,12.50,12.50,12.50,3,1400,17500.00,
532920,EMPEE DIST  ,Z ,Q,6.28,6.28,5.70,6.16,6.24,5.99,10,1692,10126.00,
532921,ADANI PORTS ,A ,Q,426.00,427.50,423.25,426.05,426.05,425.50,1406,136121,57959821.00,
532922,EDELWEISS   ,A ,Q,182.15,186.50,178.45,183.90,183.90,180.80,1648,83396,15303028.00,
532923,RGL         ,B ,Q,281.55,281.60,277.60,278.00,278.00,284.55,6,212,58895.00,
532924,KOLTEPATIL  ,B ,Q,211.85,215.55,204.00,212.15,212.15,212.80,316,9250,1932437.00,
532926,JYOTHY LAB  ,A ,Q,169.00,175.15,168.90,173.70,174.50,169.05,217,6196,1066844.00,
532927,ECLERX      ,A ,Q,933.05,942.00,925.00,925.70,925.00,941.60,107,939,873376.00,
532928,TRIL        ,B ,Q,12.00,12.35,11.90,12.14,12.14,12.44,29,4000,48001.00,
532929,BRIGADE     ,B ,Q,255.15,257.00,253.55,254.65,255.00,252.80,120,4807,1227762.00,
532930,BGR ENERGY  ,B ,Q,50.30,53.25,50.00,51.60,51.25,49.80,231,17360,902274.00,
532931,BURNPUR     ,T ,Q,2.22,2.34,2.19,2.20,2.20,2.30,34,28700,64268.00,
532932,MANAKSIA LTD,B ,Q,37.50,38.80,35.55,35.90,35.90,37.65,458,549490,20467691.00,
532933,PORWAL AUTO ,X ,Q,27.35,27.35,26.35,26.90,26.90,26.60,11,739,19504.00,
532934,PPAP        ,B ,Q,267.00,279.60,267.00,271.30,271.00,270.35,77,1267,344840.00,
532935,ARIES AGRO  ,B ,Q,72.00,72.00,68.35,68.55,68.75,69.20,67,4766,327971.00,
532937,KUANTUM     ,X ,Q,406.05,425.65,401.00,421.00,421.00,425.00,24,229,95497.00,
532939,RPOWER      ,A ,Q,5.62,6.05,5.31,5.95,5.95,5.75,153083,13466366,76858308.00,
532940,J KUMAR INFR,B ,Q,165.00,165.00,160.00,161.70,162.10,165.65,307,8681,1409064.00,
532941,CORDS CABLE ,B ,Q,57.00,58.50,57.00,57.50,57.50,58.80,6,314,18198.00,
532942,KNR CONST   ,A ,Q,288.90,289.25,280.10,281.30,281.00,285.60,173,3474,986904.00,
532944,ONMOBILE    ,B ,Q,34.75,34.75,33.25,33.55,33.55,34.20,25,1723,58351.00,
532945,SHRIRAM EPC ,B ,Q,8.02,8.38,7.85,8.12,8.12,8.69,34,14228,112947.00,
532946,BANG        ,B ,Q,44.05,45.50,43.50,45.10,44.00,44.30,45,17023,766400.00,
532947,IRB INFRA   ,A ,Q,116.25,119.45,113.70,117.80,117.95,115.50,989,159914,18637292.00,
532951,GSS INFOTECH,B ,Q,125.80,126.00,118.90,120.45,120.45,124.50,614,80980,9685793.00,
532952,NAHAR CAP   ,B ,Q,87.90,91.00,86.10,86.10,86.10,87.60,8,111,9806.00,
532953,V GUARD IND ,A ,Q,242.95,244.55,240.95,242.75,242.75,243.95,316,26939,6533206.00,
532955,RECLTD      ,A ,Q,152.05,156.50,150.70,155.75,155.75,152.15,1659,345955,53409400.00,
532959,GAMMON INFRA,B ,Q,0.46,0.46,0.42,0.45,0.44,0.45,119,195196,87232.00,
532960,IBVENTURES  ,B ,Q,279.00,283.50,261.00,280.25,280.25,289.05,6460,343609,94433963.00,
532966,TITAGARH WAG,B ,Q,65.90,65.90,63.80,65.30,64.95,65.70,441,43655,2830249.00,
532967,KIRI DYES   ,B ,Q,520.90,534.45,517.60,528.95,528.95,513.95,623,13942,7385134.00,
532972,SANKHYA INFO,XT,Q,41.55,41.55,41.55,41.55,41.55,43.70,59,25666,1066422.00,
532974,ABML        ,B ,Q,44.80,51.35,40.55,47.45,47.45,45.30,809,78414,3814425.00,
532975,AISHWARYA TE,Z ,Q,2.56,2.57,2.56,2.57,2.57,2.45,4,6350,16316.00,
532976,JAIBALA IND ,T ,Q,29.10,29.10,29.00,29.00,29.00,30.40,3,1000,29050.00,
532977,BAJAJ AUTO  ,A ,Q,2992.45,3024.45,2982.00,2990.40,2997.35,2984.90,1156,18128,54444868.00,
532978,BAJAJ FINSE ,A ,Q,8300.00,8332.80,8251.00,8282.00,8282.00,8305.05,688,4314,35771189.00,
532979,PIRPHYTO    ,T ,Q,27.25,28.00,27.20,27.75,27.75,27.80,6,852,23448.00,
532980,GOKUL REFOIL,T ,Q,15.00,15.00,14.26,14.57,14.60,14.99,40,7939,116826.00,
532983,RPG LIFESCI ,B ,Q,248.55,255.00,248.55,254.85,255.00,255.00,7,279,70844.00,
532985,KOTAK SENSEX,B ,Q,409.00,410.00,409.00,410.00,410.00,407.90,3,30,12290.00,
532986,NIRAJ CEMENT,X ,Q,15.00,17.00,15.00,16.00,16.00,16.25,9,1294,21635.00,
532987,RANE BRAKE  ,B ,Q,628.35,634.35,623.00,631.70,631.70,642.45,51,393,247079.00,
532988,RANE ENGVL  ,B ,Q,450.00,461.70,450.00,459.95,460.00,453.00,14,712,325284.00,
532989,BAFNA PHARMA,T ,Q,9.47,9.47,9.01,9.01,9.01,9.48,3,2031,18299.00,
532990,METKORE     ,T ,Q,0.60,0.60,0.60,0.60,0.60,0.63,1,300,180.00,
532991,MVL LIMITED ,B ,Q,0.23,0.23,0.22,0.23,0.23,0.22,6,1617,365.00,
532992,CHL LTD     ,X ,Q,8.00,8.00,7.70,7.70,7.70,8.05,3,500,3910.00,
532994,ARCHIDPLY IN,B ,Q,35.85,36.95,35.40,36.20,36.20,35.85,19,1106,39551.00,
532997,KSK ENERGY  ,B ,Q,0.85,0.86,0.82,0.83,0.83,0.85,56,57893,48412.00,
533006,BIRLA COTSYN,XT,Q,0.08,0.08,0.08,0.08,0.08,0.08,5,2220,177.00,
533008,OCL IRON&ST ,T ,Q,5.20,5.57,5.05,5.54,5.57,5.31,58,53120,283917.00,
533012,LANDMRK PRO ,B ,Q,3.15,3.16,3.15,3.15,3.15,3.15,3,1093,3447.00,
533014,SICAGEN IND ,B ,Q,23.70,24.30,23.00,23.15,23.75,22.95,15,4935,114250.00,
533022,20 MICRONS  ,B ,Q,37.95,37.95,36.85,37.30,37.40,37.35,28,745,27823.00,
533023,WABCO       ,A ,Q,6125.30,6208.05,6120.00,6192.50,6170.10,6165.10,61,139,857636.00,
533029,ALKALI      ,B ,Q,44.00,44.00,42.00,43.25,43.25,44.00,16,45,1929.00,
533033,ISGEC       ,B ,Q,448.00,454.00,445.00,452.55,453.00,447.85,157,2564,1154675.00,
533047,INDIAN MET  ,B ,Q,204.00,215.00,202.00,205.70,205.70,205.75,91,2677,548640.00,
533056,VEDAVAAG    ,X ,Q,25.50,25.50,23.10,24.55,24.85,24.95,29,1844,44348.00,
